time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-27 00:00:00+00:00,15,6,17,4
2026-06-28 00:00:00+00:00,13,4,6,5
2026-06-29 00:00:00+00:00,19,6,1,1
2026-06-30 00:00:00+00:00,17,8,35,3
2026-07-01 00:00:00+00:00,9,4,7,4
2026-07-02 00:00:00+00:00,8,4,4,2
2026-07-03 00:00:00+00:00,1,1,7,4
2026-07-04 00:00:00+00:00,17,8,10,4
2026-07-05 00:00:00+00:00,15,6,9,5
2026-07-06 00:00:00+00:00,25,19,14,12
2026-07-07 00:00:00+00:00,10,5,9,8
2026-07-08 00:00:00+00:00,2,2,20,11
2026-07-09 00:00:00+00:00,15,6,11,6
2026-07-10 00:00:00+00:00,3,3,5,4
