referrer,views_total,views_unique
Google,786,253
github.com,136,22
r.lihkg.com,41,18
DuckDuckGo,16,2
l.facebook.com,12,1
tw.search.yahoo.com,10,1
plurk.com,8,2
messenger.com,4,1
facebook.com,3,2
lihkg.com,3,2
