time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-07 00:00:00+00:00,3.0,2.0,26,12
2023-09-08 00:00:00+00:00,2.0,2.0,63,8
2023-09-09 00:00:00+00:00,2.0,2.0,32,11
2023-09-10 00:00:00+00:00,1.0,1.0,13,8
2023-09-11 00:00:00+00:00,2.0,2.0,72,14
2023-09-12 00:00:00+00:00,2.0,2.0,32,14
2023-09-13 00:00:00+00:00,6.0,3.0,16,8
2023-09-14 00:00:00+00:00,3.0,3.0,20,10
2023-09-15 00:00:00+00:00,2.0,2.0,12,8
2023-09-16 00:00:00+00:00,4.0,2.0,49,19
2023-09-17 00:00:00+00:00,5.0,3.0,31,14
2023-09-18 00:00:00+00:00,7.0,4.0,38,10
2023-09-19 00:00:00+00:00,1.0,1.0,40,20
2023-09-20 00:00:00+00:00,,,69,35
