url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,214,119
/hgalytoby/MyselfAnimeDownloader/releases,59,50
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,37,11
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.15,27,20
/hgalytoby/MyselfAnimeDownloader/blob/master/myself_thread.py,24,2
/hgalytoby/MyselfAnimeDownloader/blob/master/main.py,21,3
/hgalytoby/MyselfAnimeDownloader/issues/5,19,17
/hgalytoby/MyselfAnimeDownloader/issues/20,18,13
/hgalytoby/MyselfAnimeDownloader/blob/master/Share/myself.py,16,4
/hgalytoby/MyselfAnimeDownloader/issues,13,9
