time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-24 00:00:00+00:00,7,3,13,9
2026-01-25 00:00:00+00:00,6,3,14,5
2026-01-26 00:00:00+00:00,10,7,12,4
2026-01-27 00:00:00+00:00,14,6,6,6
2026-01-28 00:00:00+00:00,8,4,11,7
2026-01-29 00:00:00+00:00,10,6,5,4
2026-01-30 00:00:00+00:00,9,5,8,3
2026-01-31 00:00:00+00:00,10,6,3,2
2026-02-01 00:00:00+00:00,14,7,20,10
2026-02-02 00:00:00+00:00,7,3,21,9
2026-02-03 00:00:00+00:00,7,3,5,4
2026-02-04 00:00:00+00:00,9,5,44,9
2026-02-05 00:00:00+00:00,8,4,12,8
2026-02-06 00:00:00+00:00,15,7,79,29
