time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-16 00:00:00+00:00,14,5,5,4
2026-07-17 00:00:00+00:00,16,6,9,4
2026-07-18 00:00:00+00:00,10,5,10,7
2026-07-19 00:00:00+00:00,3,3,4,4
2026-07-20 00:00:00+00:00,21,8,4,4
2026-07-21 00:00:00+00:00,12,7,2,2
2026-07-22 00:00:00+00:00,8,3,5,4
2026-07-23 00:00:00+00:00,15,6,3,2
2026-07-24 00:00:00+00:00,21,8,5,5
2026-07-25 00:00:00+00:00,18,7,4,4
2026-07-26 00:00:00+00:00,3,3,6,3
2026-07-27 00:00:00+00:00,3,3,4,3
2026-07-28 00:00:00+00:00,5,5,16,5
2026-07-29 00:00:00+00:00,21,7,15,7
