url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,252,144
/hgalytoby/MyselfAnimeDownloader/releases,72,59
/hgalytoby/MyselfAnimeDownloader/blob/master/UpdateLog.md,35,10
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,34,11
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.15,32,27
/hgalytoby/MyselfAnimeDownloader/issues/5,29,24
/hgalytoby/MyselfAnimeDownloader/tree/master/UI,17,4
/hgalytoby/MyselfAnimeDownloader/tree/master,14,8
/hgalytoby/MyselfAnimeDownloader/tree/master/.github/workflows,13,4
/hgalytoby/MyselfAnimeDownloader/blob/master/README.md,12,5
