url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,121,69
/hgalytoby/MyselfAnimeDownloader/releases,26,19
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.15,21,16
/hgalytoby/MyselfAnimeDownloader/issues/14,18,6
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,11,8
/hgalytoby/MyselfAnimeDownloader/issues/20,10,9
/hgalytoby/MyselfAnimeDownloader/issues/5,5,5
/hgalytoby/MyselfAnimeDownloader/tree/master/.github/workflows,4,4
/hgalytoby/MyselfAnimeDownloader/blob/master/requirements.txt,4,3
/hgalytoby/MyselfAnimeDownloader/issues,3,3
