time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-02 00:00:00+00:00,5.0,3.0,23,7
2025-02-03 00:00:00+00:00,7.0,4.0,38,12
2025-02-04 00:00:00+00:00,3.0,3.0,30,12
2025-02-05 00:00:00+00:00,4.0,2.0,12,4
2025-02-06 00:00:00+00:00,5.0,2.0,8,6
2025-02-07 00:00:00+00:00,4.0,2.0,17,9
2025-02-08 00:00:00+00:00,5.0,2.0,20,11
2025-02-09 00:00:00+00:00,4.0,2.0,5,5
2025-02-10 00:00:00+00:00,4.0,2.0,2,2
2025-02-11 00:00:00+00:00,2.0,2.0,34,12
2025-02-12 00:00:00+00:00,1.0,1.0,11,5
2025-02-13 00:00:00+00:00,2.0,2.0,7,4
2025-02-14 00:00:00+00:00,4.0,2.0,14,7
2025-02-15 00:00:00+00:00,,,25,12
