url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,239,147
/hgalytoby/MyselfAnimeDownloader/releases,77,59
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,35,14
/hgalytoby/MyselfAnimeDownloader/blob/master/UpdateLog.md,35,7
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.15,20,18
/hgalytoby/MyselfAnimeDownloader/issues/5,19,19
/hgalytoby/MyselfAnimeDownloader/issues/20,10,9
/hgalytoby/MyselfAnimeDownloader/tree/master/hgalytoby/MyselfAnimeDownloader,9,3
/hgalytoby/MyselfAnimeDownloader/blob/master/UI/login.ui,8,1
/hgalytoby/MyselfAnimeDownloader/issues,6,5
