time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-22 00:00:00+00:00,1.0,1.0,82,19
2023-03-23 00:00:00+00:00,2.0,2.0,46,22
2023-03-24 00:00:00+00:00,2.0,2.0,43,15
2023-03-25 00:00:00+00:00,1.0,1.0,101,32
2023-03-26 00:00:00+00:00,1.0,1.0,20,12
2023-03-27 00:00:00+00:00,2.0,2.0,36,12
2023-03-28 00:00:00+00:00,1.0,1.0,31,14
2023-03-29 00:00:00+00:00,2.0,2.0,26,17
2023-03-30 00:00:00+00:00,3.0,3.0,80,25
2023-03-31 00:00:00+00:00,2.0,2.0,36,20
2023-04-01 00:00:00+00:00,1.0,1.0,29,20
2023-04-02 00:00:00+00:00,1.0,1.0,27,10
2023-04-03 00:00:00+00:00,1.0,1.0,19,11
2023-04-04 00:00:00+00:00,,,55,22
