url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,114,78
/hgalytoby/MyselfAnimeDownloader/releases,43,33
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.15,14,12
/hgalytoby/MyselfAnimeDownloader/issues/20,11,10
/hgalytoby/MyselfAnimeDownloader/issues,6,5
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,6,5
/hgalytoby/MyselfAnimeDownloader/blob/master/AboutUI.py,2,2
/hgalytoby/MyselfAnimeDownloader/blob/master/UpdateLog.md,2,2
/hgalytoby/MyselfAnimeDownloader/issues/14,2,2
/hgalytoby/MyselfAnimeDownloader/tree/master,2,2
