referrer,views_total,views_unique
Google,284,138
github.com,65,11
l.facebook.com,8,1
tw.search.yahoo.com,6,5
r.search.yahoo.com,3,3
Bing,2,2
facebook.com,2,2
hk.search.yahoo.com,2,1
cn.bing.com,1,1
