url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,276,159
/hgalytoby/MyselfAnimeDownloader/releases,71,57
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.14,34,30
/hgalytoby/MyselfAnimeDownloader/issues/5,24,22
/hgalytoby/MyselfAnimeDownloader/issues/20,18,16
/hgalytoby/MyselfAnimeDownloader/find/master,14,12
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,14,12
/hgalytoby/MyselfAnimeDownloader/issues,10,7
/hgalytoby/MyselfAnimeDownloader/blob/master/UpdateLog.md,6,6
/hgalytoby/MyselfAnimeDownloader/blob/master/Share/myself.py,6,4
