url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,320,182
/hgalytoby/MyselfAnimeDownloader/releases,131,83
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.15,76,56
/hgalytoby/MyselfAnimeDownloader/issues/5,21,19
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,21,14
/hgalytoby/MyselfAnimeDownloader/issues,21,13
/hgalytoby/MyselfAnimeDownloader/blob/master/UpdateLog.md,19,18
/hgalytoby/MyselfAnimeDownloader/find/master,16,15
/hgalytoby/MyselfAnimeDownloader/pulls,13,11
/hgalytoby/MyselfAnimeDownloader/discussions,12,11
