url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,232,128
/hgalytoby/MyselfAnimeDownloader/releases,68,51
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,41,15
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.15,40,30
/hgalytoby/MyselfAnimeDownloader/issues/5,33,22
/hgalytoby/MyselfAnimeDownloader/blob/master/Share/myself.py,21,7
/hgalytoby/MyselfAnimeDownloader/issues/20,18,7
/hgalytoby/MyselfAnimeDownloader/commits/master,17,3
/hgalytoby/MyselfAnimeDownloader/blob/master/UpdateLog.md,13,5
/hgalytoby/MyselfAnimeDownloader/commit/deb1cead2e1885058bd635e83eb99331f3254b20,10,7
