time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-13 00:00:00+00:00,14,6,2,2
2026-02-14 00:00:00+00:00,9,5,14,8
2026-02-15 00:00:00+00:00,15,7,13,6
2026-02-16 00:00:00+00:00,19,11,7,5
2026-02-17 00:00:00+00:00,9,5,23,9
2026-02-18 00:00:00+00:00,7,3,12,7
2026-02-19 00:00:00+00:00,2,2,20,7
2026-02-20 00:00:00+00:00,2,2,9,5
2026-02-21 00:00:00+00:00,9,5,9,5
2026-02-22 00:00:00+00:00,11,7,18,12
2026-02-23 00:00:00+00:00,7,3,14,9
2026-02-24 00:00:00+00:00,8,4,51,9
2026-02-25 00:00:00+00:00,7,3,21,11
2026-02-26 00:00:00+00:00,2,2,10,7
