time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-14 00:00:00+00:00,1.0,1.0,11,6
2024-10-15 00:00:00+00:00,1.0,1.0,62,11
2024-10-16 00:00:00+00:00,,,28,8
2024-10-17 00:00:00+00:00,,,6,5
2024-10-18 00:00:00+00:00,,,20,7
2024-10-19 00:00:00+00:00,2.0,1.0,46,14
2024-10-20 00:00:00+00:00,1.0,1.0,55,12
2024-10-21 00:00:00+00:00,1.0,1.0,5,4
2024-10-22 00:00:00+00:00,,,8,5
2024-10-23 00:00:00+00:00,2.0,1.0,33,10
2024-10-24 00:00:00+00:00,,,28,6
2024-10-25 00:00:00+00:00,1.0,1.0,11,8
2024-10-26 00:00:00+00:00,,,21,8
2024-10-27 00:00:00+00:00,,,43,12
