url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,150,111
/hgalytoby/MyselfAnimeDownloader/releases,58,45
/hgalytoby/MyselfAnimeDownloader/blob/master/UI/login.ui,34,1
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,29,10
/hgalytoby/MyselfAnimeDownloader/issues/5,25,23
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.15,21,17
/hgalytoby/MyselfAnimeDownloader/blob/master/Share/myself.py,13,4
/hgalytoby/MyselfAnimeDownloader/issues/20,12,9
/hgalytoby/MyselfAnimeDownloader/tree/master/hgalytoby/MyselfAnimeDownloader,10,2
/hgalytoby/MyselfAnimeDownloader/blob/master/main.py,10,1
