referrer,views_total,views_unique
Google,1220,338
github.com,193,34
r.lihkg.com,68,38
l.facebook.com,19,4
DuckDuckGo,16,2
plurk.com,14,5
tw.search.yahoo.com,10,1
Bing,6,3
facebook.com,5,2
com.google.android.gm,5,1
