time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-25 00:00:00+00:00,8,2,10,5
2025-06-26 00:00:00+00:00,11,5,9,5
2025-06-27 00:00:00+00:00,10,4,33,5
2025-06-28 00:00:00+00:00,12,6,10,6
2025-06-29 00:00:00+00:00,13,7,13,6
2025-06-30 00:00:00+00:00,14,8,6,4
2025-07-01 00:00:00+00:00,14,8,8,4
2025-07-02 00:00:00+00:00,13,7,17,6
2025-07-03 00:00:00+00:00,15,9,18,8
2025-07-04 00:00:00+00:00,14,7,14,5
2025-07-05 00:00:00+00:00,11,5,28,8
2025-07-06 00:00:00+00:00,11,5,10,6
2025-07-07 00:00:00+00:00,12,6,21,6
2025-07-08 00:00:00+00:00,1,1,6,5
