url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,252,132
/hgalytoby/MyselfAnimeDownloader/releases,84,52
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.15,47,27
/hgalytoby/MyselfAnimeDownloader/issues,39,20
/hgalytoby/MyselfAnimeDownloader/blob/master/UpdateLog.md,24,11
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,22,10
/hgalytoby/MyselfAnimeDownloader/issues/14,13,8
/hgalytoby/MyselfAnimeDownloader/issues/20,12,11
/hgalytoby/MyselfAnimeDownloader/commit/deb1cead2e1885058bd635e83eb99331f3254b20,11,7
/hgalytoby/MyselfAnimeDownloader/issues/44,11,7
