time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-09-24 00:00:00+00:00,2,2,32,12
2022-09-25 00:00:00+00:00,2,2,29,14
2022-09-26 00:00:00+00:00,3,3,43,12
2022-09-27 00:00:00+00:00,2,2,30,13
2022-09-28 00:00:00+00:00,2,2,20,10
2022-09-29 00:00:00+00:00,2,2,18,12
2022-09-30 00:00:00+00:00,2,2,50,12
2022-10-01 00:00:00+00:00,2,2,31,13
2022-10-02 00:00:00+00:00,1,1,37,19
2022-10-03 00:00:00+00:00,2,2,26,11
2022-10-04 00:00:00+00:00,1,1,23,8
2022-10-05 00:00:00+00:00,3,3,32,12
2022-10-06 00:00:00+00:00,2,2,26,13
2022-10-07 00:00:00+00:00,5,3,44,13
