url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,279,169
/hgalytoby/MyselfAnimeDownloader/releases,64,51
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.14,38,32
/hgalytoby/MyselfAnimeDownloader/issues,28,8
/hgalytoby/MyselfAnimeDownloader/issues/5,27,25
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,20,13
/hgalytoby/MyselfAnimeDownloader/issues/14,17,10
/hgalytoby/MyselfAnimeDownloader/find/master,15,12
/hgalytoby/MyselfAnimeDownloader/commit/25624a115cee98eb280e92bc820097d939a47b18,15,9
/hgalytoby/MyselfAnimeDownloader/issues/40,11,2
