time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-11 00:00:00+00:00,3,3,84,20
2023-07-12 00:00:00+00:00,1,1,33,15
2023-07-13 00:00:00+00:00,1,1,66,18
2023-07-14 00:00:00+00:00,2,2,74,24
2023-07-15 00:00:00+00:00,1,1,26,18
2023-07-16 00:00:00+00:00,1,1,34,14
2023-07-17 00:00:00+00:00,2,2,46,20
2023-07-18 00:00:00+00:00,2,2,36,22
2023-07-19 00:00:00+00:00,1,1,105,47
2023-07-20 00:00:00+00:00,1,1,21,12
2023-07-21 00:00:00+00:00,1,1,18,9
2023-07-22 00:00:00+00:00,1,1,32,7
2023-07-23 00:00:00+00:00,1,1,81,26
2023-07-24 00:00:00+00:00,2,2,71,15
