url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,292,165
/hgalytoby/MyselfAnimeDownloader/releases,96,70
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.15,37,31
/hgalytoby/MyselfAnimeDownloader/issues/20,22,13
/hgalytoby/MyselfAnimeDownloader/find/master,21,19
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,21,16
/hgalytoby/MyselfAnimeDownloader/issues/5,17,17
/hgalytoby/MyselfAnimeDownloader/blob/master/UpdateLog.md,12,11
/hgalytoby/MyselfAnimeDownloader/issues/25,8,6
/hgalytoby/MyselfAnimeDownloader/search,8,4
