url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,95,62
/hgalytoby/MyselfAnimeDownloader/releases,27,22
/hgalytoby/MyselfAnimeDownloader/issues,22,5
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.15,16,15
/hgalytoby/MyselfAnimeDownloader/issues/48,14,5
/hgalytoby/MyselfAnimeDownloader/issues/20,5,5
/hgalytoby/MyselfAnimeDownloader/issues/14,5,2
/hgalytoby/MyselfAnimeDownloader/issues/5,3,3
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,3,3
/hgalytoby/MyselfAnimeDownloader/branches,2,2
