time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-03 00:00:00+00:00,1,1,51,20
2023-08-04 00:00:00+00:00,1,1,60,11
2023-08-05 00:00:00+00:00,2,2,56,23
2023-08-06 00:00:00+00:00,4,4,76,33
2023-08-07 00:00:00+00:00,2,2,85,24
2023-08-08 00:00:00+00:00,2,2,46,17
2023-08-09 00:00:00+00:00,2,2,42,24
2023-08-10 00:00:00+00:00,1,1,28,21
2023-08-11 00:00:00+00:00,1,1,55,20
2023-08-12 00:00:00+00:00,1,1,37,13
2023-08-13 00:00:00+00:00,2,2,38,16
2023-08-14 00:00:00+00:00,2,2,46,29
2023-08-15 00:00:00+00:00,1,1,42,13
2023-08-16 00:00:00+00:00,1,1,35,17
