url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,71,45
/hgalytoby/MyselfAnimeDownloader/releases,24,17
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.15,11,8
/hgalytoby/MyselfAnimeDownloader/issues/44,9,6
/hgalytoby/MyselfAnimeDownloader/tags,4,1
/hgalytoby/MyselfAnimeDownloader/issues,3,3
/hgalytoby/MyselfAnimeDownloader/issues/20,3,1
/hgalytoby/MyselfAnimeDownloader/tree/master/.github/workflows,2,2
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,2,2
/hgalytoby/MyselfAnimeDownloader/actions,2,1
