url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,145,79
/hgalytoby/MyselfAnimeDownloader/releases,45,33
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.15,23,17
/hgalytoby/MyselfAnimeDownloader/issues,17,11
/hgalytoby/MyselfAnimeDownloader/issues/20,12,9
/hgalytoby/MyselfAnimeDownloader/blob/master/UpdateLog.md,11,8
/hgalytoby/MyselfAnimeDownloader/issues/44,10,8
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,10,7
/hgalytoby/MyselfAnimeDownloader/issues/14,10,4
/hgalytoby/MyselfAnimeDownloader/discussions,6,5
