url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,918,450
/hgalytoby/MyselfAnimeDownloader/releases,248,178
/hgalytoby/MyselfAnimeDownloader/issues,113,52
/hgalytoby/MyselfAnimeDownloader/blob/master/UpdateLog.md,75,60
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.14,71,56
/hgalytoby/MyselfAnimeDownloader/find/master,60,47
/hgalytoby/MyselfAnimeDownloader/issues/38,52,18
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.13,48,41
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,40,31
/hgalytoby/MyselfAnimeDownloader/issues/37,35,14
