time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-09 00:00:00+00:00,3,3,61,24
2024-01-10 00:00:00+00:00,5,4,71,17
2024-01-11 00:00:00+00:00,3,3,80,30
2024-01-12 00:00:00+00:00,4,4,123,25
2024-01-13 00:00:00+00:00,4,4,57,22
2024-01-14 00:00:00+00:00,2,2,26,13
2024-01-15 00:00:00+00:00,4,4,66,16
2024-01-16 00:00:00+00:00,2,2,79,12
2024-01-17 00:00:00+00:00,2,2,37,21
2024-01-18 00:00:00+00:00,2,2,34,17
2024-01-19 00:00:00+00:00,1,1,34,9
2024-01-20 00:00:00+00:00,2,2,39,22
2024-01-21 00:00:00+00:00,2,2,54,16
2024-01-22 00:00:00+00:00,2,2,33,14
