referrer,views_total,views_unique
Google,107,51
DuckDuckGo,22,1
github.com,14,7
youtube.com,5,1
chatgpt.com,4,2
4iq.sec.telefonicatech.com,1,1
search.brave.com,1,1
m.facebook.com,1,1
