url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,115,69
/hgalytoby/MyselfAnimeDownloader/releases,37,25
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.15,13,10
/hgalytoby/MyselfAnimeDownloader/issues/20,8,5
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,4,4
/hgalytoby/MyselfAnimeDownloader/blob/master/UpdateLog.md,3,3
/hgalytoby/MyselfAnimeDownloader/issues,3,3
/hgalytoby/MyselfAnimeDownloader/blob/master/myself_tools.py,3,2
/hgalytoby/MyselfAnimeDownloader/blob/master/requirements.txt,3,2
/hgalytoby/MyselfAnimeDownloader/blob/master/%E6%8C%87%E4%BB%A4.txt,2,2
