time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-02 00:00:00+00:00,2.0,2.0,24,10
2024-03-03 00:00:00+00:00,3.0,3.0,34,13
2024-03-04 00:00:00+00:00,3.0,3.0,23,8
2024-03-05 00:00:00+00:00,2.0,2.0,39,13
2024-03-06 00:00:00+00:00,2.0,2.0,31,14
2024-03-07 00:00:00+00:00,2.0,2.0,44,16
2024-03-08 00:00:00+00:00,2.0,2.0,15,11
2024-03-09 00:00:00+00:00,2.0,2.0,54,17
2024-03-10 00:00:00+00:00,1.0,1.0,42,15
2024-03-11 00:00:00+00:00,2.0,2.0,34,12
2024-03-12 00:00:00+00:00,2.0,2.0,25,8
2024-03-13 00:00:00+00:00,1.0,1.0,21,9
2024-03-14 00:00:00+00:00,1.0,1.0,49,18
2024-03-15 00:00:00+00:00,,,40,10
