time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-28 00:00:00+00:00,5,4,51,21
2023-05-29 00:00:00+00:00,2,2,25,8
2023-05-30 00:00:00+00:00,1,1,63,22
2023-05-31 00:00:00+00:00,1,1,28,14
2023-06-01 00:00:00+00:00,1,1,65,22
2023-06-02 00:00:00+00:00,1,1,40,19
2023-06-03 00:00:00+00:00,1,1,58,29
2023-06-04 00:00:00+00:00,1,1,57,21
2023-06-05 00:00:00+00:00,2,2,48,20
2023-06-06 00:00:00+00:00,1,1,27,16
2023-06-07 00:00:00+00:00,1,1,37,16
2023-06-08 00:00:00+00:00,2,2,32,15
2023-06-09 00:00:00+00:00,4,3,69,20
2023-06-10 00:00:00+00:00,3,2,45,14
