time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-23 00:00:00+00:00,1,1,55,17
2023-05-24 00:00:00+00:00,1,1,72,21
2023-05-25 00:00:00+00:00,1,1,44,17
2023-05-26 00:00:00+00:00,2,2,112,21
2023-05-27 00:00:00+00:00,2,2,177,32
2023-05-28 00:00:00+00:00,5,4,51,21
2023-05-29 00:00:00+00:00,2,2,25,8
2023-05-30 00:00:00+00:00,1,1,63,22
2023-05-31 00:00:00+00:00,1,1,28,14
2023-06-01 00:00:00+00:00,1,1,65,22
2023-06-02 00:00:00+00:00,1,1,40,19
2023-06-03 00:00:00+00:00,1,1,58,29
2023-06-04 00:00:00+00:00,1,1,57,21
2023-06-05 00:00:00+00:00,1,1,47,19
