url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,299,182
/hgalytoby/MyselfAnimeDownloader/releases,71,60
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.14,35,30
/hgalytoby/MyselfAnimeDownloader/issues/5,25,23
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,24,16
/hgalytoby/MyselfAnimeDownloader/issues/20,16,16
/hgalytoby/MyselfAnimeDownloader/commit/25624a115cee98eb280e92bc820097d939a47b18,14,8
/hgalytoby/MyselfAnimeDownloader/find/master,13,12
/hgalytoby/MyselfAnimeDownloader/blob/master/main.py,12,9
/hgalytoby/MyselfAnimeDownloader/blob/master/Share/myself.py,9,6
