url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,189,97
/hgalytoby/MyselfAnimeDownloader/releases,47,32
/hgalytoby/MyselfAnimeDownloader/issues/31,29,3
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.9,24,17
/hgalytoby/MyselfAnimeDownloader/issues,21,5
/hgalytoby/MyselfAnimeDownloader/issues/5,18,17
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.8,16,11
/hgalytoby/MyselfAnimeDownloader/find/master,15,13
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,12,9
/hgalytoby/MyselfAnimeDownloader/issues/20,11,10
