url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,1733,793
/hgalytoby/MyselfAnimeDownloader/issues/32,472,73
/hgalytoby/MyselfAnimeDownloader/issues,409,105
/hgalytoby/MyselfAnimeDownloader/releases,308,186
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.9,101,73
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,90,73
/hgalytoby/MyselfAnimeDownloader/issues/14,79,55
/hgalytoby/MyselfAnimeDownloader/issues/25,69,49
/hgalytoby/MyselfAnimeDownloader/blob/master/UpdateLog.md,69,48
/hgalytoby/MyselfAnimeDownloader/find/master,65,55
