url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,235,141
/hgalytoby/MyselfAnimeDownloader/releases,78,65
/hgalytoby/MyselfAnimeDownloader/issues/5,35,31
/hgalytoby/MyselfAnimeDownloader/issues/40,31,4
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.14,25,20
/hgalytoby/MyselfAnimeDownloader/issues,23,10
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,20,13
/hgalytoby/MyselfAnimeDownloader/issues/20,16,14
/hgalytoby/MyselfAnimeDownloader/find/master,12,11
/hgalytoby/MyselfAnimeDownloader/blob/master/UpdateLog.md,12,7
