time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-19 00:00:00+00:00,1,1,40,20
2023-09-20 00:00:00+00:00,1,1,73,36
2023-09-21 00:00:00+00:00,2,2,47,18
2023-09-22 00:00:00+00:00,4,2,28,10
2023-09-23 00:00:00+00:00,4,2,67,14
2023-09-24 00:00:00+00:00,1,1,65,18
2023-09-25 00:00:00+00:00,2,2,14,10
2023-09-26 00:00:00+00:00,1,1,7,2
2023-09-27 00:00:00+00:00,1,1,37,17
2023-09-28 00:00:00+00:00,1,1,77,13
2023-09-29 00:00:00+00:00,14,4,24,8
2023-09-30 00:00:00+00:00,1,1,35,15
2023-10-01 00:00:00+00:00,2,2,47,13
2023-10-02 00:00:00+00:00,1,1,31,7
