time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-13 00:00:00+00:00,1,1,15,9
2024-04-14 00:00:00+00:00,1,1,31,11
2024-04-15 00:00:00+00:00,1,1,59,11
2024-04-16 00:00:00+00:00,5,2,20,13
2024-04-17 00:00:00+00:00,6,3,64,18
2024-04-18 00:00:00+00:00,5,2,53,19
2024-04-19 00:00:00+00:00,2,2,51,13
2024-04-20 00:00:00+00:00,6,3,65,26
2024-04-21 00:00:00+00:00,2,2,41,19
2024-04-22 00:00:00+00:00,5,5,22,12
2024-04-23 00:00:00+00:00,5,2,30,18
2024-04-24 00:00:00+00:00,2,2,72,14
2024-04-25 00:00:00+00:00,6,3,96,23
2024-04-26 00:00:00+00:00,1,1,53,21
