url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,131,81
/hgalytoby/MyselfAnimeDownloader/releases,50,32
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.15,15,12
/hgalytoby/MyselfAnimeDownloader/issues,10,5
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,7,5
/hgalytoby/MyselfAnimeDownloader/issues/20,5,5
/hgalytoby/MyselfAnimeDownloader/issues/25,4,3
/hgalytoby/MyselfAnimeDownloader/issues/7,4,1
/hgalytoby/MyselfAnimeDownloader/blob/master/Share/myself.py,3,3
/hgalytoby/MyselfAnimeDownloader/issues/14,3,3
