time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-16 00:00:00+00:00,3,3,91,30
2023-01-17 00:00:00+00:00,2,2,72,24
2023-01-18 00:00:00+00:00,1,1,61,22
2023-01-19 00:00:00+00:00,2,2,32,18
2023-01-20 00:00:00+00:00,1,1,47,13
2023-01-21 00:00:00+00:00,1,1,102,27
2023-01-22 00:00:00+00:00,1,1,42,20
2023-01-23 00:00:00+00:00,4,4,46,15
2023-01-24 00:00:00+00:00,4,2,33,19
2023-01-25 00:00:00+00:00,4,2,24,17
2023-01-26 00:00:00+00:00,4,2,55,23
2023-01-27 00:00:00+00:00,5,3,45,15
2023-01-28 00:00:00+00:00,5,3,48,18
2023-01-29 00:00:00+00:00,3,3,32,17
