time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-07 00:00:00+00:00,5.0,3.0,4,3
2025-05-08 00:00:00+00:00,5.0,3.0,19,10
2025-05-09 00:00:00+00:00,5.0,4.0,15,5
2025-05-10 00:00:00+00:00,5.0,3.0,10,5
2025-05-11 00:00:00+00:00,7.0,4.0,19,9
2025-05-12 00:00:00+00:00,6.0,4.0,22,11
2025-05-13 00:00:00+00:00,4.0,2.0,27,13
2025-05-14 00:00:00+00:00,8.0,6.0,24,8
2025-05-15 00:00:00+00:00,8.0,5.0,10,6
2025-05-16 00:00:00+00:00,5.0,3.0,14,6
2025-05-17 00:00:00+00:00,8.0,5.0,41,13
2025-05-18 00:00:00+00:00,5.0,3.0,16,7
2025-05-19 00:00:00+00:00,7.0,4.0,13,7
2025-05-20 00:00:00+00:00,,,13,7
