url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,125,68
/hgalytoby/MyselfAnimeDownloader/releases,31,23
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.15,17,14
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,17,9
/hgalytoby/MyselfAnimeDownloader/issues/20,15,12
/hgalytoby/MyselfAnimeDownloader/issues,9,8
/hgalytoby/MyselfAnimeDownloader/tree/master,9,4
/hgalytoby/MyselfAnimeDownloader/tree/master/.github/workflows,7,3
/hgalytoby/MyselfAnimeDownloader/discussions/47,4,4
/hgalytoby/MyselfAnimeDownloader/tree/master/.github,4,2
