url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,233,134
/hgalytoby/MyselfAnimeDownloader/releases,49,38
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.8,36,25
/hgalytoby/MyselfAnimeDownloader/discussions/27,34,3
/hgalytoby/MyselfAnimeDownloader/discussions,20,3
/hgalytoby/MyselfAnimeDownloader/issues,14,4
/hgalytoby/MyselfAnimeDownloader/pull/26,9,1
/hgalytoby/MyselfAnimeDownloader/issues/5,8,8
/hgalytoby/MyselfAnimeDownloader/issues/20,8,5
/hgalytoby/MyselfAnimeDownloader/commit/50a3b5b9f987cf74a9013249aefcc2c49e0551c1,7,4
