referrer,views_total,views_unique
Google,486,206
github.com,72,19
l.facebook.com,14,4
lm.facebook.com,7,6
m.facebook.com,7,4
spiral-developers.space,3,1
Bing,3,1
DuckDuckGo,2,1
facebook.com,1,1
com.google.android.gm,1,1
