referrer,views_total,views_unique
Google,1189,333
github.com,188,30
r.lihkg.com,62,32
l.facebook.com,18,4
DuckDuckGo,16,2
tw.search.yahoo.com,10,1
plurk.com,9,2
Bing,6,3
com.google.android.gm,5,1
facebook.com,4,2
