url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,231,115
/hgalytoby/MyselfAnimeDownloader/releases,47,39
/hgalytoby/MyselfAnimeDownloader/issues/5,26,25
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.15,24,23
/hgalytoby/MyselfAnimeDownloader/issues,21,10
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,19,8
/hgalytoby/MyselfAnimeDownloader/tree/master/event,19,7
/hgalytoby/MyselfAnimeDownloader/tree/master/hgalytoby/MyselfAnimeDownloader,16,4
/hgalytoby/MyselfAnimeDownloader/commits/master,15,7
/hgalytoby/MyselfAnimeDownloader/blob/master/UpdateLog.md,14,7
