referrer,views_total,views_unique
Google,270,136
github.com,68,14
l.facebook.com,8,3
facebook.com,4,4
Bing,3,3
tw.search.yahoo.com,2,2
cn.bing.com,1,1
r.search.yahoo.com,1,1
