referrer,views_total,views_unique
Google,1419,362
github.com,261,53
r.lihkg.com,98,68
l.facebook.com,35,12
Bing,21,4
facebook.com,10,5
plurk.com,6,4
com.google.android.gm,6,2
tw.search.yahoo.com,5,2
m.facebook.com,2,2
