time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-21 00:00:00+00:00,2.0,2.0,30,10
2023-10-22 00:00:00+00:00,3.0,3.0,40,15
2023-10-23 00:00:00+00:00,4.0,4.0,51,22
2023-10-24 00:00:00+00:00,2.0,2.0,46,21
2023-10-25 00:00:00+00:00,3.0,3.0,29,17
2023-10-26 00:00:00+00:00,2.0,2.0,12,8
2023-10-27 00:00:00+00:00,2.0,2.0,50,20
2023-10-28 00:00:00+00:00,2.0,2.0,45,18
2023-10-29 00:00:00+00:00,2.0,2.0,41,14
2023-10-30 00:00:00+00:00,3.0,3.0,39,17
2023-10-31 00:00:00+00:00,3.0,3.0,28,12
2023-11-01 00:00:00+00:00,1.0,1.0,57,23
2023-11-02 00:00:00+00:00,2.0,2.0,67,21
2023-11-03 00:00:00+00:00,,,26,14
