url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,103,64
/hgalytoby/MyselfAnimeDownloader/releases,28,16
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.15,17,12
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,8,6
/hgalytoby/MyselfAnimeDownloader/issues/20,6,6
/hgalytoby/MyselfAnimeDownloader/tree/master,5,2
/hgalytoby/MyselfAnimeDownloader/issues,4,3
/hgalytoby/MyselfAnimeDownloader/branches,4,1
/hgalytoby/MyselfAnimeDownloader/tree/master/hgalytoby/MyselfAnimeDownloader,3,3
/hgalytoby/MyselfAnimeDownloader/blob/master/Share/myself.py,2,2
