time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-18 00:00:00+00:00,5.0,3.0,16,7
2025-05-19 00:00:00+00:00,7.0,4.0,13,7
2025-05-20 00:00:00+00:00,5.0,3.0,14,7
2025-05-21 00:00:00+00:00,6.0,4.0,17,9
2025-05-22 00:00:00+00:00,11.0,3.0,20,7
2025-05-23 00:00:00+00:00,9.0,3.0,11,7
2025-05-24 00:00:00+00:00,12.0,4.0,31,12
2025-05-25 00:00:00+00:00,12.0,4.0,6,6
2025-05-26 00:00:00+00:00,9.0,3.0,23,10
2025-05-27 00:00:00+00:00,11.0,4.0,11,8
2025-05-28 00:00:00+00:00,9.0,3.0,43,10
2025-05-29 00:00:00+00:00,10.0,4.0,20,12
2025-05-30 00:00:00+00:00,9.0,3.0,10,7
2025-05-31 00:00:00+00:00,,,8,5
