url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,142,84
/hgalytoby/MyselfAnimeDownloader/releases,47,35
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.15,24,19
/hgalytoby/MyselfAnimeDownloader/issues,22,11
/hgalytoby/MyselfAnimeDownloader/issues/20,13,11
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,10,10
/hgalytoby/MyselfAnimeDownloader/issues/44,8,7
/hgalytoby/MyselfAnimeDownloader/discussions/47,6,6
/hgalytoby/MyselfAnimeDownloader/issues/14,6,3
/hgalytoby/MyselfAnimeDownloader/blob/master/myself_thread.py,6,2
