time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-12 00:00:00+00:00,9,5,17,8
2025-12-13 00:00:00+00:00,3,3,9,6
2025-12-14 00:00:00+00:00,9,5,23,9
2025-12-15 00:00:00+00:00,7,7,5,5
2025-12-16 00:00:00+00:00,12,8,42,8
2025-12-17 00:00:00+00:00,8,4,16,9
2025-12-18 00:00:00+00:00,3,3,17,6
2025-12-19 00:00:00+00:00,10,6,10,5
2025-12-20 00:00:00+00:00,14,6,21,8
2025-12-21 00:00:00+00:00,14,6,20,11
2025-12-22 00:00:00+00:00,10,6,32,7
2025-12-23 00:00:00+00:00,4,4,22,7
2025-12-24 00:00:00+00:00,20,5,19,10
2025-12-25 00:00:00+00:00,14,7,28,10
