time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-08 00:00:00+00:00,2.0,2.0,57,16
2024-02-09 00:00:00+00:00,3.0,3.0,110,17
2024-02-10 00:00:00+00:00,2.0,2.0,37,14
2024-02-11 00:00:00+00:00,3.0,3.0,40,12
2024-02-12 00:00:00+00:00,5.0,5.0,75,11
2024-02-13 00:00:00+00:00,2.0,2.0,40,18
2024-02-14 00:00:00+00:00,2.0,2.0,77,12
2024-02-15 00:00:00+00:00,3.0,3.0,34,19
2024-02-16 00:00:00+00:00,2.0,2.0,36,10
2024-02-17 00:00:00+00:00,3.0,3.0,36,16
2024-02-18 00:00:00+00:00,2.0,2.0,41,14
2024-02-19 00:00:00+00:00,3.0,3.0,42,14
2024-02-20 00:00:00+00:00,2.0,2.0,35,20
2024-02-21 00:00:00+00:00,,,34,15
