referrer,views_total,views_unique
Google,166,50
github.com,23,7
cn.bing.com,6,2
Bing,5,4
keep.google.com,3,1
com.google.android.gm,1,1
DuckDuckGo,1,1
hk.search.yahoo.com,1,1
