url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,139,54
/hgalytoby/MyselfAnimeDownloader/tree/master,12,2
/hgalytoby/MyselfAnimeDownloader/releases,11,9
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.15,10,8
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,8,5
/hgalytoby/MyselfAnimeDownloader/tree/master/.github/workflows,8,3
/hgalytoby/MyselfAnimeDownloader/issues,6,3
/hgalytoby/MyselfAnimeDownloader/tree/master/hgalytoby/MyselfAnimeDownloader,6,1
/hgalytoby/MyselfAnimeDownloader/tree/master/image,5,2
/hgalytoby/MyselfAnimeDownloader/blob/master/UpdateLog.md,4,3
