url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,229,139
/hgalytoby/MyselfAnimeDownloader/releases,66,55
/hgalytoby/MyselfAnimeDownloader/issues/5,22,21
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.14,22,21
/hgalytoby/MyselfAnimeDownloader/issues/20,15,14
/hgalytoby/MyselfAnimeDownloader/find/master,14,11
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,14,11
/hgalytoby/MyselfAnimeDownloader/blob/master/UpdateLog.md,13,9
/hgalytoby/MyselfAnimeDownloader/commit/25624a115cee98eb280e92bc820097d939a47b18,13,9
/hgalytoby/MyselfAnimeDownloader/issues,12,5
