referrer,views_total,views_unique
Google,97,48
DuckDuckGo,22,1
github.com,11,6
youtube.com,6,1
chatgpt.com,4,2
4iq.sec.telefonicatech.com,1,1
search.brave.com,1,1
m.facebook.com,1,1
