time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-04 00:00:00+00:00,1,1,110,33
2022-12-05 00:00:00+00:00,4,4,236,47
2022-12-06 00:00:00+00:00,5,3,111,29
2022-12-07 00:00:00+00:00,7,4,83,25
2022-12-08 00:00:00+00:00,4,4,97,38
2022-12-09 00:00:00+00:00,3,3,104,26
2022-12-10 00:00:00+00:00,3,3,180,35
2022-12-11 00:00:00+00:00,3,3,108,44
2022-12-12 00:00:00+00:00,2,2,97,22
2022-12-13 00:00:00+00:00,2,2,80,25
2022-12-14 00:00:00+00:00,4,4,104,23
2022-12-15 00:00:00+00:00,5,5,47,22
2022-12-16 00:00:00+00:00,1,1,52,23
2022-12-17 00:00:00+00:00,1,1,139,31
